label,logFC,P.Value,adj.P.Val,AveExpr,t,B,absLogFC,log10Pvalue,log10Padj
RBM47,-0.052001567,0.747968037,0.955654169,6.495478927,-0.321320296,-5.88168537,0.052001567,0.126116961,0.019699241
RBM48,0.07612525,0.688664714,0.938797024,5.889830224,0.400668432,-5.709463345,0.07612525,0.161992169,0.027428296
RBM4B,-0.013147878,0.946993307,0.992112919,6.031751108,-0.06648307,-5.744071394,0.013147878,0.02365309,0.003438895
RBM5,-0.163920508,0.308760622,0.806120887,6.502887808,-1.01782884,-5.451862206,0.163920508,0.510378093,0.093599826
RBM6,0.331675501,0.032068985,0.44936489,6.560133879,2.143565755,-3.82063427,0.331675501,1.493914791,0.347400863
RBM7,-0.066561925,0.734955423,0.950519048,5.989449336,-0.338541654,-5.699677085,0.066561925,0.133739001,0.022039175
RBM8A,-0.11597227,0.375856722,0.838421843,6.743225553,-0.885558317,-5.75545055,0.11597227,0.424977678,0.076537416
RBMS1,0.388901059,0.036668194,0.467570654,5.996931065,2.08945434,-3.813778809,0.388901059,1.435710483,0.330152754
RBMS2,-0.391420515,0.038387812,0.478298313,6.112920301,-2.070704261,-3.84070285,0.391420515,1.415806637,0.320301151
RBMS3,0.193807685,0.238520159,0.754478781,5.719700272,1.178697484,-5.269903202,0.193807685,0.622474909,0.12235297
RBMX,-0.195033132,0.256186527,0.765567323,6.415272439,-1.135454179,-5.279810183,0.195033132,0.591443713,0.116016612
RBMX2,-0.281798397,0.14318686,0.683130375,5.995987354,-1.464032105,-4.800923701,0.281798397,0.844096836,0.165496404
RBMXL1,0.096664616,0.616862534,0.915374534,6.188747333,0.500302713,-5.653915392,0.096664616,0.209811607,0.038401174
RBMXL2,0.267530472,0.089306678,0.589724125,5.655511232,1.699075216,-4.606937692,0.267530472,1.049116066,0.229351105
RBMXL3,0.411443819,0.013974304,0.350539203,5.723420732,2.457946395,-3.100538942,0.411443819,1.854669801,0.455263405
RBMY1J,-0.010972188,0.94325545,0.991996452,5.674683014,-0.071178901,-5.972801711,0.010972188,0.025370677,0.003489881
RBP1,0.407096371,0.023332885,0.403507679,5.911725609,2.267958305,-3.478074748,0.407096371,1.632031559,0.394148196
RBP2,0.24373331,0.106817345,0.619787268,5.589989856,1.612672605,-4.772633838,0.24373331,0.971358222,0.20775735
RBP3,0.114230586,0.429112008,0.843811852,5.597034376,0.79071383,-5.741089836,0.114230586,0.367429333,0.073754379
RBP4,0.140926066,0.403652128,0.843811852,5.747113768,0.835118379,-5.568326068,0.140926066,0.393992754,0.073754379
RBP5,0.03812669,0.827034263,0.966413295,5.774487038,0.218507103,-5.838097089,0.03812669,0.082476498,0.014837104
RBP7,0.114230586,0.429112008,0.843811852,5.597034376,0.79071383,-5.741089836,0.114230586,0.367429333,0.073754379
RBPJ,-0.003178535,0.986834522,0.996545464,6.206590391,-0.016501251,-5.769692689,0.003178535,0.005755666,0.001502883
RBPJL,0.114230586,0.429112008,0.843811852,5.597034376,0.79071383,-5.741089836,0.114230586,0.367429333,0.073754379
RBPMS,-0.023650237,0.884444705,0.978509495,6.488282748,-0.145337323,-5.914810372,0.023650237,0.053329314,0.009434956
RBPMS2,0.090790243,0.592158396,0.913726236,5.748186029,0.535711784,-5.754287958,0.090790243,0.227562109,0.039183905
RBSN,-0.112650516,0.56393594,0.903080815,5.964907218,-0.577006234,-5.607470809,0.112650516,0.248770227,0.044273384
RBX1,-0.497995764,0.006370773,0.260936224,6.196180608,-2.72809235,-2.419481415,0.497995764,2.195807902,0.583465626
RC3H1,0.164092061,0.37032064,0.838421843,6.310152486,0.89587508,-5.449230035,0.164092061,0.431422082,0.076537416
RC3H2,0.165857492,0.393125034,0.841385121,5.984767869,0.853965801,-5.433045596,0.165857492,0.4054693,0.075005173
RCAN1,-0.017352134,0.930091336,0.989085913,6.077993219,-0.087730041,-5.742472952,0.017352134,0.031474401,0.004765984
RCAN2,0.023932782,0.87354803,0.976328838,5.655040596,0.159153602,-5.986529921,0.023932782,0.058713211,0.010403883
RCAN3,0.204902317,0.291831911,0.789224251,6.045539744,1.054114394,-5.259915201,0.204902317,0.534867222,0.102799579
RCBTB1,0.140540474,0.458667832,0.859840086,5.896090766,0.741043772,-5.534802217,0.140540474,0.338501717,0.065582312
RCBTB2,0.102417986,0.5869825,0.910856776,5.882103987,0.543214895,-5.655239083,0.102417986,0.231374846,0.040549906
RCC1,0.070797754,0.718948421,0.945323559,6.114423159,0.359865103,-5.692423547,0.070797754,0.143302266,0.024419519
RCC1L,-0.092269808,0.628504722,0.919159244,6.229079433,-0.483833335,-5.672798783,0.092269808,0.201691455,0.036609241
RCC2,-0.038705785,0.797040135,0.963639105,6.584260487,-0.257179963,-5.966576675,0.038705785,0.098519809,0.016085584
RCCD1,0.453187406,0.007988006,0.288475468,5.800269194,2.652604877,-2.630945314,0.453187406,2.09756161,0.539891114
RCE1,0.032443917,0.866728942,0.975442546,5.926834521,0.167815077,-5.753772493,0.032443917,0.062116701,0.010798306
RCHY1,-0.045414034,0.816625499,0.964225214,5.967214786,-0.231887692,-5.730596326,0.045414034,0.087977064,0.015821516
RCL1,-0.04028558,0.837887813,0.969352743,6.119091353,-0.204596244,-5.731132083,0.04028558,0.076814126,0.013518156
RCN1,-0.082328527,0.551334949,0.89854126,6.682820377,-0.595762009,-5.90988705,0.082328527,0.258584477,0.046461976
RCN2,-0.009369348,0.961945766,0.992665953,6.134929683,-0.047712069,-5.751387047,0.009369348,0.016849412,0.003196874
RCN3,0.334828753,0.078151442,0.578073059,6.092186333,1.761523698,-4.374907985,0.334828753,1.107063007,0.23801727
RCOR1,-0.013808091,0.939807652,0.991852243,6.319316995,-0.075511722,-5.814493039,0.013808091,0.026961023,0.00355302
RCOR2,-0.030024801,0.856719886,0.973212078,5.731020455,-0.18055142,-5.88937856,0.030024801,0.067161152,0.01179251
RCOR3,-0.297883478,0.072289922,0.559570797,6.467150459,-1.7972981,-4.409458807,0.297883478,1.140922241,0.252144958
RCSD1,0.114230586,0.429112008,0.843811852,5.597034376,0.79071383,-5.741089836,0.114230586,0.367429333,0.073754379
RCVRN,0.160335794,0.34035596,0.822940092,5.744048282,0.953464597,-5.4734308,0.160335794,0.468066641,0.084631779
RD3,-0.077575473,0.656284011,0.93001211,5.773142949,-0.445050174,-5.769857568,0.077575473,0.182908176,0.031511396
RD3L,0.216732253,0.157180065,0.693679602,5.635408393,1.414625262,-5.042930462,0.216732253,0.803602535,0.158841076
RDH10,0.064332058,0.741231924,0.953180161,5.955313028,0.330222888,-5.710386759,0.064332058,0.130045884,0.020825006
RDH11,-0.154604828,0.430990367,0.845419809,6.081203682,-0.787499763,-5.47318408,0.154604828,0.365532437,0.07292758
RDH12,-0.040798183,0.790652203,0.963639105,5.672669878,-0.265464167,-5.944976059,0.040798183,0.102014515,0.016085584
RDH13,0.078714748,0.654997421,0.929235611,6.378855118,0.446831255,-5.759547259,0.078714748,0.18376041,0.031874155
RDH14,-0.030117242,0.875659085,0.976328838,5.911636414,-0.156474629,-5.759446197,0.030117242,0.057664942,0.010403883
RDH16,-0.098492551,0.601762201,0.915288486,5.874579924,-0.521868944,-5.664671568,0.098492551,0.220575095,0.038442001
RDH5,0.141750873,0.388028987,0.840217825,5.722798067,0.863199335,-5.570139908,0.141750873,0.41113583,0.075608109
RDH8,-0.072381242,0.646244417,0.925878504,5.690255609,-0.458986469,-5.855508621,0.072381242,0.189603196,0.033445999
RDM1,0.170711273,0.383529085,0.839557416,6.038582247,0.871414329,-5.412250437,0.170711273,0.416201696,0.075949598
RDX,-0.230782555,0.212879577,0.735185858,5.868673526,-1.245690577,-5.098291504,0.230782555,0.671866001,0.133602855
REC114,0.054147017,0.774166924,0.960169564,5.875717332,0.286929103,-5.751031132,0.054147017,0.111165387,0.017652065
REC8,-0.043593221,0.797813169,0.963639105,5.750205883,-0.256178658,-5.8528679,0.043593221,0.098098799,0.016085584
RECK,0.037822524,0.830439573,0.96697975,5.785740848,0.214138134,-5.827802738,0.037822524,0.080691964,0.014582621
RECQL,-0.157434811,0.420599813,0.843811852,5.991734455,-0.805382846,-5.463990623,0.157434811,0.376130925,0.073754379
RECQL4,-0.023189451,0.902284865,0.982432319,5.873234808,-0.12277568,-5.780776954,0.023189451,0.044656327,0.007697359
RECQL5,-0.031579774,0.870798703,0.976328838,6.180912236,-0.162644272,-5.750668411,0.031579774,0.060082227,0.010403883
REELD1,0.1573983,0.38919109,0.840217825,5.841252413,0.861087262,-5.478874419,0.1573983,0.409837111,0.075608109
REEP1,0.106936067,0.567128129,0.90383009,5.861834416,0.57228717,-5.648420026,0.106936067,0.246318812,0.043913204
REEP2,0.178009743,0.331544445,0.821260095,5.851879661,0.971010224,-5.384470205,0.178009743,0.479458245,0.085519279
REEP3,0.034988836,0.845084486,0.971432263,5.799880956,0.195394307,-5.818774371,0.034988836,0.073099871,0.012587477
REEP4,-0.137553861,0.395841439,0.842200507,5.710200168,-0.84907358,-5.593335837,0.137553861,0.402478744,0.074584501
REEP5,-0.440686669,0.000940768,0.108461229,6.754629633,-3.307719354,-0.905266117,0.440686669,3.026517582,0.964725478
REEP6,-0.527656559,0.00328184,0.204970024,6.231448685,-2.940064626,-1.874816019,0.527656559,2.483882604,0.688309647
REG1A,0.182249082,0.254921857,0.764254401,5.69300066,1.138479303,-5.335836131,0.182249082,0.593592927,0.116762052
REG1B,-0.40001391,0.028470373,0.431514412,5.936568881,-2.190760316,-3.626501805,0.40001391,1.545606842,0.365004695
REG3A,0.086740484,0.620937579,0.915374534,5.784272879,0.494522816,-5.74281452,0.086740484,0.206952056,0.038401174
REG3G,-0.004473602,0.976331201,0.994163005,5.657433693,-0.029668832,-5.995463405,0.004473602,0.010402832,0.002542402
REG4,0.235812261,0.189957955,0.714139437,5.835264243,1.310708271,-5.04537153,0.235812261,0.721342515,0.146216983
REL,0.392077446,0.036601643,0.467570654,6.091291752,2.09019491,-3.808084661,0.392077446,1.436499415,0.330152754
RELA,-0.160078431,0.415112433,0.843811852,6.075964136,-0.814931722,-5.452912509,0.160078431,0.381834259,0.073754379
RELB,0.194164929,0.309908902,0.806503045,5.936037102,1.015415965,-5.309463661,0.194164929,0.508765949,0.093393988
RELCH,-0.141955284,0.468341706,0.865310419,6.127239695,-0.725181325,-5.51815805,0.141955284,0.329437166,0.062828067
RELL1,-0.020501318,0.912405353,0.984129443,5.850132156,-0.11000522,-5.794273202,0.020501318,0.039812175,0.006947775
RELL2,-0.089459895,0.622972671,0.915873786,5.823028484,-0.4916425,-5.711140974,0.089459895,0.205531005,0.038164371
RELN,0.15814358,0.360057447,0.835471174,5.771475214,0.915257881,-5.483015955,0.15814358,0.443628203,0.07806853
RELT,-0.194550149,0.30934735,0.806262971,5.923472231,-1.016595212,-5.307706872,0.194550149,0.509553601,0.093523286
REM1,0.101720021,0.51366981,0.884327732,5.672002862,0.653135379,-5.76602599,0.101720021,0.289315958,0.053386755
REM2,-0.136532156,0.458974538,0.859891599,5.846705623,-0.740538008,-5.559565312,0.136532156,0.338211406,0.065556294
REN,0.324093709,0.063088854,0.537898659,5.802887965,1.858575853,-4.270933124,0.324093709,1.200047359,0.269299538
RENBP,0.068054124,0.706661617,0.944778241,5.817254122,0.376343977,-5.762510454,0.068054124,0.150788497,0.024670118
REP15,-0.077903037,0.652543823,0.92889191,5.765944974,-0.450231812,-5.774394425,0.077903037,0.185390317,0.032034819
REPIN1,0.053763416,0.758081347,0.958443684,6.393205369,0.308001746,-5.816056377,0.053763416,0.120284189,0.0184334
REPS1,-0.289887685,0.126068763,0.654961413,5.945375819,-1.529796658,-4.722915002,0.289887685,0.89939251,0.183784286
REPS2,-0.111773074,0.55739629,0.900328574,6.232306361,-0.586714332,-5.623805644,0.111773074,0.253835926,0.045598966
RER1,-0.039597395,0.834645384,0.968918356,6.245947189,-0.208747758,-5.76395333,0.039597395,0.078498004,0.013712816
RERE,-0.153000176,0.318860921,0.81271256,6.563947014,-0.996804054,-5.513567163,0.153000176,0.496398703,0.090063028
RERG,0.260478157,0.116320959,0.638298802,5.72595707,1.570412119,-4.763244115,0.260478157,0.934342027,0.194975971
RERGL,0.026356592,0.874152532,0.976328838,5.731743602,0.158386361,-5.892238329,0.026356592,0.05841278,0.010403883
RESF1,-0.015486948,0.937436184,0.991645651,6.007598263,-0.078492747,-5.745376494,0.015486948,0.028058287,0.003643489
RESP18,0.192031132,0.280004971,0.780794051,5.803764608,1.080311308,-5.307580245,0.192031132,0.552834259,0.107463505
REST,-0.697177776,4.34E-05,0.014236674,6.162760408,-4.088428691,1.838162741,0.697177776,4.362023708,1.846591445
RET,0.376992641,0.022164502,0.397010141,5.695107703,2.28755602,-3.483962798,0.376992641,1.654342019,0.401198399
RETN,-0.178213814,0.318215485,0.81271256,5.805644584,-0.998134399,-5.382201403,0.178213814,0.497278691,0.090063028
RETNLB,0.107618361,0.531076161,0.888372328,5.76179557,0.626365252,-5.693316697,0.107618361,0.274843192,0.051404978
RETREG1,0.184325814,0.266115985,0.772137371,5.729936103,1.112054883,-5.333988135,0.184325814,0.574929037,0.112305428
RETREG2,-0.063375799,0.748419683,0.955654169,6.080045076,-0.320724308,-5.700499123,0.063375799,0.125854799,0.019699241
RETREG3,-0.055205445,0.760898705,0.958443684,6.332748647,-0.304301285,-5.781999298,0.055205445,0.118673155,0.0184334
RETSAT,-0.043013896,0.815999543,0.964124966,6.299523714,-0.232693666,-5.782537048,0.043013896,0.088310085,0.015866671
REV1,0.018101353,0.927069767,0.988066768,6.040027768,0.091532267,-5.742306511,0.018101353,0.032887582,0.005213707
REV3L,-0.088909501,0.648862431,0.927138369,5.962163428,-0.455343826,-5.664015652,0.088909501,0.187847371,0.032855445
REX1BD,-0.086908207,0.612835406,0.915374534,6.416413219,-0.506031112,-5.756538648,0.086908207,0.212656151,0.038401174
REXO1,0.144990992,0.414486266,0.843811852,5.80250662,0.816026071,-5.537881912,0.144990992,0.382489856,0.073754379
REXO2,-0.101471491,0.60488965,0.915288486,6.126049354,-0.517382696,-5.632904122,0.101471491,0.218323847,0.038442001
REXO4,-0.276727005,0.143860947,0.684035363,5.942827945,-1.461569328,-4.816118303,0.276727005,0.842057085,0.164921446
REXO5,0.057003197,0.770766829,0.959008478,5.971329287,0.29137242,-5.717514123,0.057003197,0.113076984,0.018177554
RFC1,0.001072298,0.995533349,0.998902781,5.900809871,0.005598153,-5.774885009,0.001072298,0.001944187,0.000476778
RFC2,0.340927832,0.04630046,0.504206629,5.773140353,1.992657111,-4.045378617,0.340927832,1.334414698,0.297391448
RFC3,-0.088750888,0.650963131,0.927833417,5.980001114,-0.452425326,-5.661106602,0.088750888,0.186443608,0.03252999
RFC4,0.3135936,0.063126693,0.537898659,5.7499984,1.858309183,-4.293579991,0.3135936,1.199786963,0.269299538
RFC5,-0.067444168,0.732941023,0.949832797,6.059070872,-0.341216451,-5.694142857,0.067444168,0.13493097,0.022352839
RFESD,0.023300397,0.890829333,0.97922544,5.748993744,0.137255067,-5.876694667,0.023300397,0.050205491,0.009117312
RFFL,-0.410664774,0.019913774,0.385480968,5.851452082,-2.327988541,-3.36051956,0.410664774,1.700846418,0.413997059
RFK,-0.11629668,0.552675661,0.898955056,6.131537002,-0.593756567,-5.59580475,0.11629668,0.25752966,0.046262021
RFLNA,0.138029869,0.431706775,0.845690161,5.785001008,0.786276056,-5.570275468,0.138029869,0.364811136,0.072788722
RFLNB,0.27820062,0.146786331,0.687288033,6.000905269,1.450982793,-4.820951811,0.27820062,0.833314385,0.162861218
RFNG,-0.044980971,0.819752073,0.964927804,6.098361661,-0.227864189,-5.724329776,0.044980971,0.086317476,0.015505179
RFPL1,0.115148891,0.425385616,0.843811852,5.596577385,0.797114384,-5.736343203,0.115148891,0.371217199,0.073754379
RFPL2,0.092284533,0.605271543,0.915288486,5.80042265,0.516835593,-5.716429672,0.092284533,0.218049744,0.038442001
RFPL3,0.279016587,0.081639457,0.579314146,5.670332911,1.741261164,-4.52612541,0.279016587,1.088099894,0.237085866
RFPL4A,0.27765988,0.121375628,0.646797966,5.832410725,1.549032391,-4.736024839,0.27765988,0.915868509,0.189231354
RFPL4AL1,0.192085091,0.263921798,0.771876964,5.768677024,1.117173003,-5.297973343,0.192085091,0.578524738,0.11245192
RFPL4B,0.281513124,0.109479153,0.621604857,5.811169391,1.600546221,-4.675404933,0.281513124,0.960668571,0.206485601
RFT1,0.156288759,0.398653793,0.843811852,5.862034928,0.844029874,-5.48109474,0.156288759,0.399404099,0.073754379
RFTN1,0.013075648,0.946377956,0.992112919,5.940411236,0.067256025,-5.759404104,0.013075648,0.023935384,0.003438895
RFTN2,0.119916241,0.501728594,0.880464619,5.806712088,0.671773718,-5.632249349,0.119916241,0.299531148,0.055288091
RFWD3,-0.099822112,0.571449464,0.904408398,5.786700745,-0.565919089,-5.702979827,0.099822112,0.24302217,0.043635414
RFX1,0.260903288,0.138772035,0.674959712,5.805262153,1.480385685,-4.844021729,0.260903288,0.857698043,0.170722149
RFX2,-0.064630977,0.702644111,0.943468062,6.436291346,-0.381754223,-5.820531144,0.064630977,0.153264589,0.025272797
RFX3,0.1075481,0.578148507,0.90663783,6.177412142,0.55609218,-5.626424291,0.1075481,0.237960592,0.042566164
RFX4,0.17999763,0.238052039,0.754478781,5.631958894,1.179873487,-5.332059177,0.17999763,0.623328095,0.12235297
RFX5,0.148119587,0.439067421,0.849964989,5.929391991,0.773770634,-5.504349324,0.148119587,0.357468787,0.070598963
RFX6,-0.058925998,0.702714573,0.943468062,5.67575134,-0.381659238,-5.905479275,0.058925998,0.15322104,0.025272797
RFX7,0.059380513,0.73053588,0.949300582,5.764132603,0.344413294,-5.816408576,0.059380513,0.136358449,0.022596253
RFX8,-0.128323991,0.418805539,0.843811852,5.694830002,-0.80849704,-5.642872167,0.128323991,0.377987583,0.073754379
RFXANK,0.191540157,0.325155697,0.818349732,6.02569183,0.983920868,-5.323298363,0.191540157,0.487908633,0.087061056
RFXAP,-0.070177903,0.655217161,0.929335581,5.687881606,-0.446526958,-5.863905009,0.070177903,0.183614736,0.031827435
RGCC,0.190410568,0.184923943,0.708097475,5.557447399,1.325750599,-5.211581621,0.190410568,0.733006856,0.149906954
RGL1,-0.047295199,0.81087326,0.963639105,6.030387371,-0.239299959,-5.72084992,0.047295199,0.091047021,0.016085584
RGL2,0.108306038,0.362818952,0.837723592,6.847270698,0.910008972,-5.822861343,0.108306038,0.440310035,0.076899254
RGL3,0.413159673,0.026763558,0.424767032,6.151699099,2.214966618,-3.566764084,0.413159673,1.572456153,0.371849198
RGL4,0.287353604,0.12623883,0.655298116,5.92862422,1.529110164,-4.72980662,0.287353604,0.89880704,0.183561081
RGMA,0.274902184,0.096380576,0.596652308,5.719096219,1.662668067,-4.627294822,0.274902184,1.016010484,0.224278675
RGMB,-0.004462769,0.981937247,0.995749177,6.000420413,-0.022640268,-5.748776614,0.004462769,0.007916266,0.001850044
RGN,-0.01132412,0.948528198,0.992112919,5.778332613,-0.064555233,-5.853259852,0.01132412,0.022949754,0.003438895
RGP1,-0.480499481,0.007937875,0.288475468,5.966284788,-2.654729517,-2.602912821,0.480499481,2.100295735,0.539891114
RGPD2,0.312650985,0.091147792,0.590075324,5.911770994,1.689382654,-4.505772082,0.312650985,1.040253848,0.229092546
RGR,0.218347627,0.179832681,0.708097475,5.706171411,1.341275412,-5.087780777,0.218347627,0.745131382,0.149906954
RGS1,0.08665642,0.660588028,0.930236598,6.055970408,0.439102152,-5.661150803,0.08665642,0.180069301,0.031406578
RGS10,-0.414369338,0.019916964,0.385480968,6.324779374,-2.327928482,-3.356052255,0.414369338,1.700776864,0.413997059
RGS11,-0.054734123,0.748443556,0.955654169,5.752844168,-0.320692809,-5.832946771,0.054734123,0.125840947,0.019699241
RGS12,-0.019803817,0.913958853,0.984429614,5.827437389,-0.108046587,-5.809627106,0.019803817,0.039073356,0.00681533
RGS13,-0.0373469,0.838314864,0.969426458,5.82595074,-0.204049724,-5.797249308,0.0373469,0.076592833,0.013485132
RGS14,-0.071667135,0.712846841,0.944914156,6.166316818,-0.368035955,-5.698861571,0.071667135,0.14700377,0.024607645
RGS16,0.013502254,0.944988356,0.991996452,6.151597631,0.069001681,-5.753451185,0.013502254,0.024573543,0.003489881
