label,logFC,P.Value,adj.P.Val,AveExpr,t,B,absLogFC,log10Pvalue,log10Padj
DPEP2,0.258105396,0.091803551,0.59083905,5.628363873,1.685968427,-4.649179473,0.258105396,1.03714052,0.228530809
DPEP2NB,0.027041337,0.854846081,0.972253511,5.636621353,0.182938999,-5.998820194,0.027041337,0.068112075,0.01222048
DPEP3,-0.033596161,0.842323589,0.970726174,5.743675306,-0.198922496,-5.871845921,0.033596161,0.074521037,0.01290326
DPF1,0.177672866,0.24416834,0.75674444,5.631958894,1.164634798,-5.348814097,0.177672866,0.61231065,0.121050761
DPF2,0.18902188,0.307974234,0.805268761,5.866945516,1.0194847,-5.331066168,0.18902188,0.511485617,0.094059148
DPF3,0.292912236,0.05463321,0.518475571,5.595821416,1.921793948,-4.253542266,0.292912236,1.262543282,0.285271701
DPH1,0.42527163,0.016259264,0.367644393,6.334873665,2.403065054,-3.195799134,0.42527163,1.788899125,0.434572053
DPH2,-0.087068736,0.65869006,0.930216653,6.010975133,-0.441723159,-5.661175038,0.087068736,0.18131889,0.03141589
DPH3,-0.15101921,0.439450402,0.850101154,5.988615826,-0.773123282,-5.487572372,0.15101921,0.357090134,0.070529394
DPH5,0.160963371,0.394761554,0.842200507,5.892433862,0.851016004,-5.457660152,0.160963371,0.40366515,0.074584501
DPH6,-0.023616125,0.895684381,0.980989514,5.805980995,-0.13111512,-5.82304557,0.023616125,0.047844999,0.008335635
DPH7,0.092901421,0.55549105,0.899709048,5.686782056,0.589553049,-5.792263362,0.092901421,0.255322934,0.045897912
DPM1,-0.085520606,0.64525368,0.925671944,6.289868137,-0.460366544,-5.706217409,0.085520606,0.19026951,0.033542899
DPM2,-0.172095861,0.370962034,0.838421843,6.187993183,-0.894674935,-5.408950412,0.172095861,0.430670536,0.076537416
DPM3,0.110950471,0.572893107,0.905549972,6.05205251,0.5637968,-5.60732359,0.110950471,0.241926403,0.043087578
DPP10,0.025178046,0.885440044,0.978633394,5.775854774,0.144076719,-5.849109697,0.025178046,0.052840841,0.009379969
DPP3,0.016899792,0.930628323,0.989323556,5.936739912,0.087054453,-5.759358097,0.016899792,0.031223734,0.00466165
DPP4,0.185180781,0.224616724,0.744880426,5.628210417,1.214347147,-5.293701565,0.185180781,0.64855791,0.127913438
DPP6,0.081204653,0.576114605,0.905549972,5.614283697,0.559070019,-5.883647321,0.081204653,0.239491115,0.043087578
DPP7,0.132800454,0.434020233,0.846286463,6.431990461,0.782332415,-5.602608481,0.132800454,0.362490024,0.072482606
DPP8,0.273366975,0.117158976,0.638941078,5.797537941,1.566817817,-4.73045857,0.273366975,0.931224434,0.19453919
DPP9,-0.028772049,0.884257124,0.978509495,6.023590689,-0.145574921,-5.737063017,0.028772049,0.053421432,0.009434956
DPPA2,-0.001909979,0.991386241,0.997530985,5.787666314,-0.01079597,-5.847306523,0.001909979,0.003757113,0.001073605
DPPA3,0.37924985,0.02672296,0.424767032,5.782355399,2.215558424,-3.612124555,0.37924985,1.573115436,0.371849198
DPPA4,0.069205435,0.707324097,0.944778241,5.839646393,0.375452898,-5.745541229,0.069205435,0.150381546,0.024670118
DPPA5,0.369447553,0.030760166,0.445322176,5.780086038,2.160177929,-3.72448855,0.369447553,1.512011325,0.351325677
DPRX,-0.004473602,0.976331201,0.994163005,5.657433693,-0.029668832,-5.995463405,0.004473602,0.010402832,0.002542402
DPT,-0.25697348,0.175883656,0.708097475,6.212997063,-1.353543642,-4.952053252,0.25697348,0.754774516,0.149906954
DPY19L1,0.108556706,0.557294046,0.900328574,5.842145364,0.586866551,-5.649659327,0.108556706,0.253915597,0.045598966
DPY19L2,0.18619173,0.253540675,0.762418158,5.709196742,1.141795073,-5.316646747,0.18619173,0.595952358,0.117806769
DPY19L3,0.002524858,0.989703767,0.997430179,5.962777904,0.01290479,-5.75564879,0.002524858,0.004494777,0.001117495
DPY19L4,0.010565978,0.956949841,0.992282933,6.150699654,0.053981652,-5.754041413,0.010565978,0.019110826,0.003364478
DPY30,0.043930546,0.823792547,0.965574743,6.098136783,0.222670062,-5.72589468,0.043930546,0.084182142,0.015214103
DPYD,0.037636859,0.844154858,0.971007483,5.901378649,0.196582018,-5.757820411,0.037636859,0.073577876,0.012777423
DPYS,0.047001207,0.784716711,0.963080169,5.760560318,0.273177976,-5.838593061,0.047001207,0.105287099,0.01633756
DPYSL2,0.101704209,0.583369476,0.908630386,5.853869406,0.548470587,-5.667341743,0.101704209,0.234056299,0.041612744
DPYSL3,-0.342354105,0.073741833,0.562383101,6.037897156,-1.788221911,-4.327378118,0.342354105,1.132286072,0.249967738
DPYSL4,0.008275999,0.966638475,0.993219603,6.047543595,0.041824718,-5.744770114,0.008275999,0.014735923,0.002954717
DPYSL5,0.179079326,0.240478245,0.754478781,5.632415885,1.173795996,-5.338725057,0.179079326,0.618924206,0.12235297
DQX1,0.114230586,0.429112008,0.843811852,5.597034376,0.79071383,-5.741089836,0.114230586,0.367429333,0.073754379
DR1,-0.211486944,0.268687983,0.773587507,6.199924115,-1.10609233,-5.222399915,0.211486944,0.570751757,0.111490553
DRAM1,0.012653048,0.947380506,0.992112919,5.903247996,0.065996722,-5.772089547,0.012653048,0.023475556,0.003438895
DRAM2,-0.453324759,0.013454898,0.343827708,6.102654318,-2.471519714,-3.026743276,0.453324759,1.871119584,0.463659128
DRAP1,0.158398045,0.305747908,0.802462265,6.554070844,1.024187797,-5.481011148,0.158398045,0.514636506,0.09557538
DRAXIN,0.164449792,0.330473884,0.821260095,5.750630872,0.973162343,-5.451666771,0.164449792,0.480862856,0.085519279
DRC1,0.245361304,0.12640928,0.655454225,5.688594426,1.528422845,-4.848971972,0.245361304,0.898221043,0.183457633
DRC3,0.167588223,0.389617057,0.840217825,5.997210523,0.860314046,-5.425638652,0.167588223,0.409362039,0.075608109
DRC7,-0.091179604,0.557444966,0.900328574,5.68026878,-0.586641869,-5.806436212,0.091179604,0.253798002,0.045598966
DRD1,0.108179846,0.495353745,0.875299,5.692613615,0.681819806,-5.731275498,0.108179846,0.30508455,0.057843568
DRD2,-0.062741947,0.683038785,0.936631724,5.672549298,-0.408320601,-5.900044399,0.062741947,0.165554635,0.028431137
DRD3,-0.131830324,0.420896174,0.843811852,5.719094186,-0.804869225,-5.617619717,0.131830324,0.375825022,0.073754379
DRD4,0.141046636,0.471831252,0.866934805,6.10320735,0.719504141,-5.520625583,0.141046636,0.326213297,0.062013561
DRD5,0.225524757,0.167874226,0.703790553,5.711732259,1.37907194,-5.036307953,0.225524757,0.775015978,0.152556567
DRG1,-0.044450193,0.818852344,0.964866389,6.182842818,-0.229021645,-5.739286199,0.044450193,0.086794404,0.015532822
DRG2,0.212141083,0.249951955,0.75957377,5.864022104,1.150469662,-5.20601628,0.212141083,0.602143461,0.119430041
DRGX,0.111617629,0.562926161,0.902715241,5.935680758,0.57850168,-5.617004341,0.111617629,0.249548568,0.044449225
DRICH1,-0.356266532,0.042404754,0.493251434,5.820366528,-2.029539807,-3.960918402,0.356266532,1.372585455,0.306931644
DROSHA,-0.180706329,0.356949122,0.833157091,6.062489079,-0.921196334,-5.370909989,0.180706329,0.447393682,0.079273105
DRP2,-7.47E-05,0.999608807,0.9999628,5.666770713,-0.000490288,-5.986095595,7.47E-05,0.000169926,1.62E-05
DSC1,0.182728457,0.280887057,0.780794051,5.75446242,1.078331903,-5.349547811,0.182728457,0.551468272,0.107463505
DSC2,-0.056015893,0.776700038,0.960436083,6.089724234,-0.28362246,-5.711044255,0.056015893,0.109746674,0.017531532
DSC3,-0.01224396,0.945451559,0.992112919,5.799407111,-0.068419768,-5.834708787,0.01224396,0.024360717,0.003438895
DSCAM,0.021450555,0.909744289,0.983785425,5.875716511,0.113361241,-5.780124698,0.021450555,0.041080662,0.007099616
DSCAML1,0.279579695,0.09163445,0.590768597,5.724338143,1.686846975,-4.587927322,0.279579695,1.037941221,0.228582598
DSCC1,0.06797079,0.689280155,0.938797024,5.752844168,0.399832763,-5.810240898,0.06797079,0.161604225,0.027428296
DSE,0.074550904,0.637129479,0.92226019,5.689621108,0.471716823,-5.84797285,0.074550904,0.1957723,0.035146538
DSEL,0.399674162,0.016893462,0.372625664,5.725704559,2.389039728,-3.255526787,0.399674162,1.772281345,0.428727238
DSG1,-0.069029258,0.705836863,0.94474244,5.825238713,-0.377453744,-5.751941103,0.069029258,0.151295664,0.024686575
DSG2,0.07237697,0.676757328,0.934688798,6.400124557,0.41689276,-5.784664747,0.07237697,0.169567033,0.029332962
DSG3,0.114230586,0.429112008,0.843811852,5.597034376,0.79071383,-5.741089836,0.114230586,0.367429333,0.073754379
DSG4,-0.100999529,0.60086321,0.915288486,5.929589664,-0.523160468,-5.644050744,0.100999529,0.221224386,0.038442001
DSN1,0.001979095,0.99126272,0.997530985,5.809842046,0.01095079,-5.827772094,0.001979095,0.003811227,0.001073605
DSP,0.030811801,0.840170628,0.970277206,6.565924854,0.201675511,-5.96447291,0.030811801,0.075632505,0.013104171
DSPP,-0.172121673,0.303771523,0.801607649,5.738900148,-1.02838196,-5.408735869,0.172121673,0.517452942,0.096038147
DST,-0.271710189,0.074510587,0.564786621,6.577534598,-1.783475309,-4.494252172,0.271710189,1.127782015,0.2481156
DSTN,-0.289699501,0.006426866,0.261502209,6.977447928,-2.725199313,-2.732158194,0.289699501,2.192000728,0.582524639
DSTYK,0.332707229,0.079378487,0.578452351,6.060668182,1.754313247,-4.387862488,0.332707229,1.100297183,0.23773241
DTD1,-0.103955535,0.598494859,0.915288486,6.052478928,-0.526567114,-5.622809983,0.103955535,0.222939576,0.038442001
DTD2,0.106902405,0.577188342,0.906351661,6.206765647,0.557497344,-5.633218369,0.106902405,0.23868245,0.042703265
DTHD1,-0.103893327,0.569427248,0.903966195,5.829365322,-0.56889623,-5.670478065,0.103893327,0.244561755,0.04384781
DTL,0.645076569,0.000136076,0.033006499,5.774767265,3.815272546,0.841932519,0.645076569,3.866216935,1.481400541
DTNA,0.094070916,0.554765204,0.899032513,5.696362093,0.590635775,-5.781933992,0.094070916,0.255890787,0.046224602
DTNB,0.13408773,0.456953159,0.859431649,6.341384702,0.743874798,-5.576935903,0.13408773,0.340128316,0.065788657
DTNBP1,0.188943689,0.327518155,0.819541343,5.970053889,0.979127699,-5.334731939,0.188943689,0.484764621,0.086429133
DTWD1,-0.058541627,0.76721322,0.958487271,6.070773455,-0.29602251,-5.706639485,0.058541627,0.115083922,0.01841365
DTWD2,-0.215355947,0.26100188,0.7689674,5.933352329,-1.124029679,-5.202652787,0.215355947,0.583356364,0.114092071
DTX1,0.236523563,0.161374309,0.700342881,5.750367324,1.400469911,-4.98306316,0.236523563,0.792165605,0.154689282
DTX2,-0.070750639,0.717993636,0.945323559,5.969631926,-0.361142094,-5.695752349,0.070750639,0.143879405,0.024419519
DTX3,0.284652863,0.136944425,0.672550888,6.121623559,1.487272946,-4.773953631,0.284652863,0.863455643,0.172274849
DTX3L,0.086853081,0.646676241,0.926221399,5.886282512,0.458385221,-5.689415088,0.086853081,0.189313095,0.033285189
DTX4,0.194065783,0.306909243,0.804384012,5.914721528,1.021731666,-5.309125193,0.194065783,0.512990032,0.09453657
DTYMK,-0.050571805,0.798174336,0.963639105,6.067964989,-0.25571093,-5.716607949,0.050571805,0.09790224,0.016085584
DUOX1,0.336719316,0.06476522,0.540974963,5.901345889,1.84688617,-4.261582006,0.336719316,1.188658153,0.266822834
DUOX2,-0.010098415,0.953933812,0.992112919,5.775611171,-0.057767596,-5.856826302,0.010098415,0.020481758,0.003438895
DUOXA1,0.07228384,0.709638636,0.944778241,5.946936187,0.372342024,-5.700151973,0.07228384,0.148962747,0.024670118
DUOXA2,0.21926222,0.168872293,0.70434784,5.67712718,1.375841715,-5.061339416,0.21926222,0.772441599,0.152212813
DUS1L,0.091664055,0.636760681,0.922227129,6.174218509,0.472233502,-5.662167371,0.091664055,0.196023761,0.035162106
DUS2,0.134624887,0.380851899,0.838421843,5.654239598,0.876329796,-5.618544388,0.134624887,0.419243875,0.076537416
DUS3L,-0.048524002,0.805731519,0.963639105,6.010251494,-0.245936681,-5.720927603,0.048524002,0.093809647,0.016085584
DUS4L,0.288647084,0.095704124,0.595811779,5.798529693,1.666055068,-4.587871341,0.288647084,1.019069349,0.224890915
DUSP1,0.156752197,0.214358869,0.73595344,6.789302839,1.241692121,-5.427199205,0.156752197,0.668858543,0.13314966
DUSP10,-0.347232898,0.065515364,0.545028942,5.9780144,-1.841735975,-4.248935603,0.347232898,1.183656843,0.263580435
DUSP11,-0.199882765,0.281270709,0.781192509,6.280567308,-1.077472304,-5.275233445,0.199882765,0.550875492,0.10724193
DUSP12,0.265633054,0.154091762,0.693679602,6.249081689,1.4252322,-4.875370931,0.265633054,0.812220577,0.158841076
DUSP13,0.39407857,0.026564293,0.424767032,5.893883322,2.217878837,-3.586484117,0.39407857,1.575701733,0.371849198
DUSP14,0.181179417,0.323424069,0.817290128,5.862727153,0.987448557,-5.369057388,0.181179417,0.490227663,0.087623747
DUSP15,0.274299284,0.086522965,0.585365126,5.669152774,1.714040403,-4.57091994,0.274299284,1.062868606,0.232573155
DUSP16,-0.144175915,0.463567111,0.863062953,6.035530027,-0.732987274,-5.508915764,0.144175915,0.333887384,0.063957525
DUSP18,-0.070445004,0.713481378,0.945159876,5.906595195,-0.367185087,-5.712425754,0.070445004,0.146617357,0.024494723
DUSP19,0.17460258,0.25769925,0.765660737,5.657232106,1.1318493,-5.374535448,0.17460258,0.588886845,0.115963623
DUSP2,-0.198087105,0.274098863,0.775679116,5.830797216,-1.093675205,-5.278792806,0.198087105,0.562092766,0.110317901
DUSP21,0.027721381,0.853472144,0.972253511,5.653413683,0.184690314,-5.984145121,0.027721381,0.068810649,0.01222048
DUSP22,-0.050490269,0.798310181,0.963639105,6.086249932,-0.25553502,-5.717475857,0.050490269,0.097828332,0.016085584
DUSP23,-0.062545094,0.733026098,0.949832797,5.828613652,-0.341103436,-5.761499553,0.062545094,0.134880563,0.022352839
DUSP26,0.112418341,0.518947301,0.884327732,5.775891302,0.644970182,-5.669599817,0.112418341,0.284876742,0.053386755
DUSP28,0.130831707,0.42709862,0.843811852,5.725704559,0.79416804,-5.620441454,0.130831707,0.369471831,0.073754379
DUSP29,0.255259308,0.092590519,0.590989843,5.592828908,1.681896832,-4.662314726,0.255259308,1.033433482,0.228419983
DUSP3,-0.191669117,0.328421743,0.820154151,6.033764016,-0.977300355,-5.323087949,0.191669117,0.483568098,0.086104513
DUSP4,0.346405984,0.031238441,0.447080741,6.511109102,2.154038331,-3.774582059,0.346405984,1.505310645,0.349614038
DUSP5,-0.507832522,0.00498457,0.236286307,6.121674484,-2.808062671,-2.220033643,0.507832522,2.302372342,0.626561445
DUSP6,0.31297501,0.100073949,0.601701922,6.122349843,1.644503383,-4.554786357,0.31297501,0.999678962,0.220618602
DUSP7,0.237831414,0.190788158,0.714880975,5.857561088,1.30825584,-5.040183582,0.237831414,0.719448585,0.145766261
DUSP8,0.097602041,0.609138516,0.915288486,5.899336008,0.511304418,-5.659565192,0.097602041,0.215283939,0.038442001
DUSP9,-0.121001784,0.537373943,0.892114852,5.989932339,-0.616790087,-5.581844671,0.121001784,0.269723396,0.04957923
DUT,-0.41069234,0.026205656,0.424767032,6.227954693,-2.223168141,-3.555133688,0.41069234,1.58160496,0.371849198
DUX1,0.079600142,0.649304225,0.927348851,5.777843855,0.45472972,-5.762004399,0.079600142,0.187551771,0.032756862
DUX4,0.043674352,0.614798108,0.915374534,7.158410336,0.503237198,-6.403579867,0.043674352,0.211267478,0.038401174
DUX5,-0.088313835,0.55581433,0.899806023,6.588887736,-0.589071043,-5.838195887,0.088313835,0.255070261,0.045851104
DUXA,0.426045333,0.016832398,0.372625664,5.884814835,2.390369849,-3.220279389,0.426045333,1.773854003,0.428727238
DUXB,0.114230586,0.429112008,0.843811852,5.597034376,0.79071383,-5.741089836,0.114230586,0.367429333,0.073754379
DVL1,0.099127871,0.590366084,0.912825287,6.303791125,0.538306533,-5.678547679,0.099127871,0.228878601,0.039612337
DVL2,0.101952917,0.603594594,0.915288486,6.011483118,0.519239153,-5.631026531,0.101952917,0.219254659,0.038442001
DVL3,0.170980196,0.356313572,0.832899697,6.275789459,0.922414556,-5.417141179,0.170980196,0.448167635,0.079407296
DXO,-0.050618862,0.797848018,0.963639105,6.028362953,-0.256133525,-5.717155434,0.050618862,0.09807983,0.016085584
DYDC1,-0.124372083,0.482791092,0.870963897,5.793232143,-0.701821935,-5.619729085,0.124372083,0.316240751,0.059999847
DYDC2,-0.233467036,0.169229896,0.704612875,5.755229319,-1.374687827,-5.011734707,0.233467036,0.771522912,0.152049425
DYM,0.131804237,0.501792342,0.880493759,6.026060041,0.671673601,-5.549742944,0.131804237,0.299475971,0.055273718
DYNAP,0.206958783,0.211822107,0.734056717,5.72581465,1.248575053,-5.184508809,0.206958783,0.674028717,0.134270383
DYNC1H1,-0.144764926,0.24424418,0.75674444,6.803197149,-1.164447536,-5.529616673,0.144764926,0.612175776,0.121050761
DYNC1I1,0.033159597,0.855648708,0.97259131,5.821498761,0.181916175,-5.804883338,0.033159597,0.067704501,0.012069615
DYNC1I2,-0.142250334,0.437530265,0.849013273,6.308391048,-0.776372153,-5.540162974,0.142250334,0.358991901,0.07108552
DYNC1LI1,0.106090833,0.58052743,0.90747496,5.915732901,0.552615437,-5.634638984,0.106090833,0.236177255,0.04216535
DYNC1LI2,-0.192523709,0.264694589,0.772095387,6.407945637,-1.115367072,-5.296585687,0.192523709,0.577254936,0.112329042
DYNC2H1,-0.187370258,0.300358466,0.798027789,5.828166877,-1.035667852,-5.336216064,0.187370258,0.522360122,0.097981985
DYNC2I1,-0.010070351,0.955877073,0.992172127,6.327176868,-0.055328177,-5.819948962,0.010070351,0.019597955,0.003412978
DYNC2I2,-0.088757458,0.643508837,0.925235916,6.217959171,-0.462799209,-5.676817964,0.088757458,0.191445485,0.033747517
DYNC2LI1,0.031469847,0.871488298,0.976328838,6.173236255,0.161768546,-5.749074639,0.031469847,0.05973844,0.010403883
DYNLL1,-0.265255595,0.040904903,0.488237096,6.7644864,-2.044506828,-4.143698464,0.265255595,1.388224637,0.311369227
DYNLL2,-0.496676622,0.0037156,0.213526974,6.400827973,-2.901385386,-1.992374333,0.496676622,2.429971012,0.670547254
DYNLRB1,-0.347193389,0.040488595,0.487451238,6.432547459,-2.048743523,-3.946752779,0.347193389,1.39266729,0.312068822
DYNLRB2,0.023736771,0.897448595,0.98141115,5.836068518,0.128885239,-5.8030088,0.023736771,0.046990418,0.008149012
DYNLT1,-0.422020923,0.01340138,0.343827708,6.415319284,-2.472944461,-3.056641343,0.422020923,1.872850484,0.463659128
DYNLT2,-0.052175403,0.768870683,0.958880726,5.790796287,-0.293852839,-5.80442034,0.052175403,0.114146698,0.018235411
DYNLT2B,-0.306245517,0.105271323,0.617341876,6.176962448,-1.619826117,-4.595843999,0.306245517,0.977689921,0.209474263
DYNLT3,0.111955985,0.563449948,0.902715241,6.175089498,0.577725809,-5.613587545,0.111955985,0.249144657,0.044449225
DYNLT4,0.197999569,0.222223314,0.742214742,5.702721913,1.220641535,-5.234463154,0.197999569,0.65321038,0.129470424
DYNLT5,0.321574583,0.071429012,0.557610894,5.855114757,1.802750543,-4.34965439,0.321574583,1.146125358,0.25366875
DYRK1A,-0.118582217,0.489446816,0.873352483,6.417639382,-0.691190303,-5.655221066,0.118582217,0.310294492,0.05881044
DYRK1B,-0.339824861,0.063588448,0.538368739,6.283211902,-1.855065504,-4.24469858,0.339824861,1.196621776,0.268920166
DYRK2,0.211795006,0.276586181,0.777559128,6.054030948,1.0880234,-5.225981863,0.211795006,0.558169521,0.109266576
DYRK3,-0.013627825,0.944527542,0.991996452,6.148135442,-0.069580614,-5.752602181,0.013627825,0.024785374,0.003489881
DYRK4,-0.278449552,0.108066124,0.619989802,5.786399426,-1.606954116,-4.676874878,0.278449552,0.966310424,0.207615454
DYSF,0.253622216,0.118491892,0.639856486,5.703332359,1.561142221,-4.792638401,0.253622216,0.926311365,0.193917423
DYTN,0.283931741,0.094412401,0.595509624,5.758499528,1.672576349,-4.592586417,0.283931741,1.024970958,0.225111216
DZANK1,0.077026714,0.631391354,0.9205293,5.704335786,0.479770217,-5.829940501,0.077026714,0.199701369,0.035962384
DZIP1,-0.229482678,0.219632088,0.740141292,5.895830386,-1.227511131,-5.111645263,0.229482678,0.65830421,0.130685366
DZIP1L,-0.140138731,0.476609214,0.868374423,6.02683024,-0.711768204,-5.521890998,0.140138731,0.321837566,0.061292976
DZIP3,0.146779597,0.339351471,0.822940092,5.654239598,0.955449891,-5.550635777,0.146779597,0.469350264,0.084631779
E2F1,-0.091339288,0.639481391,0.922861308,5.956442886,-0.468424789,-5.659766168,0.091339288,0.194172089,0.034863562
E2F2,0.164829704,0.28861333,0.786822675,5.667216667,1.061171525,-5.441144745,0.164829704,0.539683615,0.104123133
E2F3,0.174639916,0.361689516,0.836462989,5.933099265,0.912152701,-5.398559678,0.174639916,0.441664079,0.077553271
E2F4,-0.097788248,0.619080456,0.915374534,5.998382279,-0.497154831,-5.639597134,0.097788248,0.208252906,0.038401174
E2F5,0.148287212,0.44397601,0.852205986,5.964066795,0.765498025,-5.499969262,0.148287212,0.352640497,0.06945542
E2F6,-0.137276664,0.480764757,0.870587877,6.157416863,-0.705074495,-5.535755758,0.137276664,0.318067376,0.060187385
E2F7,0.284512654,0.118786045,0.640975801,5.882172109,1.559896464,-4.707931124,0.284512654,0.925234579,0.193158366
E2F8,-0.01125584,0.94040125,0.991852243,5.656051969,-0.074765653,-5.994724392,0.01125584,0.026686802,0.00355302
E4F1,-0.151065212,0.422899572,0.843811852,6.251002319,-0.801402701,-5.497769399,0.151065212,0.373762755,0.073754379
EAF1,-0.027753556,0.887271937,0.978645942,5.965495709,-0.14175721,-5.746066854,0.027753556,0.051943254,0.0093744
EAF2,0.101080745,0.583905259,0.909027134,5.840708798,0.547690255,-5.671923064,0.101080745,0.233657613,0.041423153
EAPP,-0.047225995,0.809792327,0.963639105,6.136839597,-0.240694293,-5.727062789,0.047225995,0.091626343,0.016085584
EARS2,-0.125454252,0.51918852,0.884327732,6.161152822,-0.644598005,-5.572926496,0.125454252,0.284674919,0.053386755
EBAG9,-0.03063405,0.875395653,0.976328838,5.956311492,-0.156808868,-5.74598749,0.03063405,0.057795614,0.010403883
EBF1,-0.137853822,0.470584894,0.866093226,5.911583904,-0.721529186,-5.541379114,0.137853822,0.327362018,0.062435358
EBF2,0.078061939,0.630077105,0.920017989,5.711732259,0.48161912,-5.820404585,0.078061939,0.200606301,0.036203681
EBF3,-0.287169289,0.097032655,0.597788524,5.78390272,-1.659421056,-4.598860064,0.287169289,1.013082085,0.223452426
EBF4,0.125011605,0.520976805,0.884919413,5.977531476,0.641841629,-5.573876584,0.125011605,0.283181612,0.053096277
EBI3,0.122095228,0.528799819,0.887739596,6.166071931,0.629840342,-5.584871803,0.122095228,0.276708702,0.051714409
EBLN1,0.038820641,0.806783574,0.963639105,5.693826576,0.244577864,-5.919916347,0.038820641,0.093242952,0.016085584
EBLN2,0.424727873,0.020376615,0.389533306,6.000245796,2.319359678,-3.360196984,0.424727873,1.690867959,0.409455403
EBNA1BP2,-0.020423896,0.917800792,0.985586217,6.061221103,-0.103204484,-5.74065614,0.020423896,0.037251572,0.006305379
EBP,0.086132001,0.650498975,0.927768783,6.23660629,0.453069844,-5.688653009,0.086132001,0.186753383,0.032560245
EBPL,0.001037281,0.995773986,0.998942932,6.148363127,0.005296556,-5.754845902,0.001037281,0.001839224,0.000459322
ECD,-0.26409922,0.158962297,0.696116956,6.246655203,-1.408575823,-4.892397371,0.26409922,0.798705871,0.157317788
ECE1,-0.38227953,0.030284938,0.443195399,6.354702308,-2.166360142,-3.694015888,0.38227953,1.518773315,0.353404756
ECE2,0.068975515,0.72672906,0.948506016,6.03956609,0.349480423,-5.692889382,0.068975515,0.138627473,0.02295991
ECEL1,0.077724122,0.601819591,0.915288486,5.645877552,0.521786525,-5.879282606,0.077724122,0.220533679,0.038442001
ECH1,-0.047543333,0.785577625,0.963186733,6.391582113,-0.272058129,-5.824608977,0.047543333,0.104810895,0.016289508
ECHDC1,-0.184582428,0.34546841,0.826204456,6.0439981,-0.943417902,-5.354385599,0.184582428,0.461591658,0.082912467
ECHDC2,-0.08442382,0.600464998,0.915288486,6.500527519,-0.523732832,-5.805711682,0.08442382,0.221512303,0.038442001
ECHDC3,0.042888159,0.826818656,0.966413295,5.978683807,0.218783864,-5.73241217,0.042888159,0.082589733,0.014837104
ECHS1,-0.699497922,2.75E-05,0.010084174,6.406856494,-4.193044851,2.244680362,0.699497922,4.560096615,1.996359672
ECI1,0.016299967,0.924259894,0.986874116,6.418824208,0.095069288,-5.87206139,0.016299967,0.034205892,0.005738242
ECI2,-0.304651021,0.104497064,0.615675603,6.229181395,-1.623440016,-4.595656406,0.304651021,0.980895912,0.210648055
ECM1,-0.095384259,0.610715028,0.915288486,5.861342804,-0.509053925,-5.677061364,0.095384259,0.214161393,0.038442001
ECM2,-0.016084736,0.928296881,0.988753969,5.798039375,-0.089987957,-5.83422035,0.016084736,0.032313109,0.00491176
ECPAS,-0.356142302,0.022072087,0.396502624,6.555323539,-2.289144175,-3.515145834,0.356142302,1.656156591,0.401753934
ECRG4,-0.059857756,0.725019892,0.94756943,5.750205883,-0.351758352,-5.826024695,0.059857756,0.139650078,0.023388959
ECSCR,0.083447778,0.567888965,0.90383009,5.623315392,0.571164297,-5.871788143,0.083447778,0.24573657,0.043913204
ECSIT,-0.077490847,0.694960203,0.941586632,6.07428321,-0.392133257,-5.677538861,0.077490847,0.158040065,0.026139716
ECT2,-0.244212997,0.209970773,0.731527559,6.040250348,-1.253650123,-5.050366028,0.244212997,0.677841152,0.135769308
ECT2L,0.141848455,0.453839083,0.857756785,5.89269741,0.749031633,-5.530657039,0.141848455,0.343098107,0.066635838
EDA,0.302001604,0.065612319,0.545028942,5.695151357,1.841073874,-4.342851611,0.302001604,1.183014614,0.263580435
EDA2R,0.201699095,0.231642241,0.750977633,5.748269776,1.196143095,-5.229735164,0.201699095,0.635182242,0.124372998
EDAR,0.040493581,0.83266117,0.96775611,5.903120848,0.211290059,-5.754195572,0.040493581,0.079531688,0.014234078
EDARADD,0.231503881,0.209398616,0.731289818,5.87166532,1.25522513,-5.090961603,0.231503881,0.679026194,0.135910474
EDC3,-0.471747546,0.01024071,0.315731936,6.133228609,-2.56761981,-2.805098092,0.471747546,1.989669915,0.500681488
EDC4,-0.459383806,0.011375584,0.326127456,5.958167346,-2.530969618,-2.895301866,0.459383806,1.944026308,0.486612637
EDDM13,0.126246002,0.497978563,0.877674321,5.861155289,0.677675091,-5.591142124,0.126246002,0.302789352,0.056666608
EDDM3A,-0.009013751,0.960312192,0.99253513,5.812488591,-0.049761887,-5.824614276,0.009013751,0.017587557,0.003254113
EDDM3B,0.074186191,0.662914357,0.930641269,5.754024306,0.435893704,-5.795271129,0.074186191,0.178542575,0.031217693
EDEM1,-0.015592891,0.935472833,0.991196807,5.913343989,-0.080961279,-5.766977933,0.015592891,0.02896882,0.003840106
EDEM2,0.023867446,0.897686475,0.981476648,5.844204059,0.12858462,-5.795922518,0.023867446,0.046875318,0.008120029
EDEM3,-0.221337369,0.174859933,0.708097475,6.487748695,-1.356757444,-5.066639805,0.221337369,0.757309692,0.149906954
EDF1,-0.223867777,0.032633249,0.45099716,6.984922923,-2.136582633,-4.130526599,0.223867777,1.486339684,0.345826193
EDIL3,-0.173712747,0.349672866,0.82741119,5.85666428,-0.935226359,-5.404569113,0.173712747,0.456338067,0.08227861
EDN1,-0.204624975,0.283984789,0.783250798,6.20892735,-1.071413812,-5.25751452,0.204624975,0.546704921,0.106099154
